Y-m,City,CO,NO2,SO2,PM2_5,Estimated Unemployment Rate (%)
2018-01,Agartala,956.4230477216039,14.775519476058868,7.4179843559657375,139.0007599287573,31.11
2018-01,Agra,1278.2678233822537,24.762805060143556,12.173978520683946,174.59075554475342,4.03
2018-01,Aizwal,835.838528973639,4.041053896091789,5.734122918111226,112.50836598833041,5.01
2018-01,Amritsar,1446.8349012484957,21.450629703871414,11.055651488743193,189.67987824067725,6.69
2018-01,Asansol,1137.7093463979036,24.79987312717401,25.82649473253369,166.61463640532924,8.63
2018-01,Aurangabad,709.5488180977404,8.011228892400831,9.259002440449695,118.6313036334427,3.47
2018-01,Bareilly,1265.9814393170363,17.358765877059884,11.055651488743193,184.63660269768584,4.03
2018-01,Belgaum,739.5468299951365,8.814573414691543,7.433875266850896,113.22461577117252,1.79
2018-01,Bengaluru,897.3788247722094,18.502242030609608,11.055651488743193,106.73973329277575,1.79
2018-01,Bhopal,952.1117407974026,12.009030283867432,11.055651488743193,126.62934973734801,2.98
2018-01,Chandigarh,1085.134067034782,22.128125174205337,13.093551182748174,142.29503156214815,6.69
2018-01,Chennai,1031.5178765581811,26.759526130809967,23.185373498207092,125.95269909101461,2.4
2018-01,Coimbatore,795.6484225433708,11.007849060391843,11.055651488743193,111.20621247215227,2.4
2018-01,Dehradun,954.1688651890771,14.055009108433612,9.260964053910648,132.95556670545415,0.87
2018-01,Delhi,2722.8833269632755,64.90471694868528,63.34341567336014,258.6535842624284,2.24
2018-01,Faridabad,1975.9349562234074,49.0073155766352,29.242207987562622,213.9349669544187,13.21
2018-01,Gandhinagar,815.4654608624877,17.47667505034199,11.286166883324352,120.65633268679414,2.93
2018-01,Ghaziabad,2289.1835239112165,56.09810511182455,55.41057219396308,234.56319271264272,4.03
2018-01,Gorakhpur,1308.9801163508287,16.196714043550156,11.055651488743193,190.05678391648078,4.03
2018-01,Gwalior,912.6549608833274,9.976914555175002,10.36300023074562,141.1735805219972,2.98
2018-01,Hyderabad,1246.7863598215072,29.962590139006288,18.336833760143147,136.67996219940557,4.0
2018-01,Imphal,940.8549075034871,15.455651742668962,9.736211650029407,115.58747576458784,5.01
2018-01,Indore,903.2756929519016,12.573055935400715,9.678691664093902,123.48437718818028,2.98
2018-01,Jabalpur,871.6957816228446,8.949418445045788,11.055651488743193,128.67397201732408,2.98
2018-01,Jaipur,1026.0572539604234,17.774485645995732,11.055651488743193,140.1290992897668,6.41
2018-01,Jalandhar,1365.874498804472,22.806144494025848,11.055651488743193,180.03761837876644,6.69
2018-01,Jodhpur,818.0823927378743,11.119486028941115,9.002376912841976,141.8638259789073,6.41
2018-01,Kanpur,1265.5528267772168,21.969853137329938,12.431736128520981,180.51506999514885,4.03
2018-01,Kochi,743.47718858514,9.967288469304357,9.727023014676472,111.69123866252788,6.88
2018-01,Kohima,835.6076127182706,5.828130969974581,5.4106103658308085,117.52349296629299,5.01
2018-01,Kolkata,2545.304621251398,58.586382042055305,66.1905138365557,263.8645883367815,8.63
2018-01,Kota,889.9472229968611,13.58450958879316,11.055651488743193,120.58644222274289,6.41
2018-01,Kozhikode,1000.1191595507687,15.398153643278294,11.055651488743193,133.67614888020117,6.88
2018-01,Lucknow,1314.0307747193356,20.769641660795706,12.195339388423108,187.4389319990698,4.03
2018-01,Ludhiana,1312.4630837729571,24.170039513087087,11.055651488743193,173.9135650391589,6.69
2018-01,Mangalore,690.4342649731991,7.1306660070173375,6.750713760122478,115.91085357959506,1.79
2018-01,Meerut,1173.0508872162293,16.053576022775115,11.055651488743193,175.5485212160744,4.03
2018-01,Moradabad,1097.8254936861417,14.558232943610657,11.055651488743193,165.39149378745003,4.03
2018-01,Mumbai,1373.1799724568416,36.164019545282024,44.383205468939956,162.0376852249508,3.47
2018-01,Mysuru,817.0488082925766,11.18768764865935,7.717902607664196,115.94603928722219,1.79
2018-01,Nashik,844.5616575363042,13.746000153579974,11.055651488743193,122.12488859746833,3.47
2018-01,Patna,1474.0995146764662,28.169005837581373,17.01968060463123,207.76749916148583,4.07
2018-01,Prayagraj,1314.4930918433108,20.587059241648298,13.827646944296054,182.19751672034823,4.03
2018-01,Puducherry,780.9673181155273,9.785345330122063,11.055651488743193,122.59704920504191,4.44
2018-01,Pune,1100.247783556386,22.481380542123667,11.736364011456962,143.55386812303564,3.47
2018-01,Shillong,803.2357317058415,9.406836301560064,7.1394641295845265,112.05200133462989,10.86
2018-01,Solapur,763.5325638806805,6.258519425078868,9.51781857419409,120.97873822711064,3.47
2018-01,Srinagar,1774.3823240430772,63.773564613406485,15.158083822645606,167.77332355235743,9.97
2018-01,Thiruvananthapuram,708.2591209846083,2.893815558229912,7.02195177688573,107.1546961425347,6.88
2018-01,Varanasi,1473.6842576052854,28.658692815805704,12.446013151427259,198.258458596974,4.03
2018-01,Visakhapatnam,949.0523234436092,25.818575305769993,41.26304712408825,143.77020321546573,5.79
2018-02,Agartala,900.2495588470035,14.77974408295492,7.415940892017956,103.91817011501851,30.23
2018-02,Agra,1230.2585215732731,24.765577967315185,12.171935056736165,139.8708491028626,3.93
2018-02,Aizwal,779.3565507196726,4.035860716368286,5.732079454163444,79.56124382875048,5.87
2018-02,Amritsar,1401.7614535800599,21.736367008671728,11.05360802479541,155.042365635337,9.64
2018-02,Asansol,1104.9872489084191,24.844502172823475,25.82445126858591,136.49004168367296,8.83
2018-02,Aurangabad,661.8360193724462,8.012218660434174,9.256958976501911,85.06001994492522,3.83
2018-02,Bareilly,1211.1741517316188,17.36442997881805,11.05360802479541,149.53313225413635,3.93
2018-02,Belgaum,695.9171160844971,8.823054213433199,7.4318318029031145,79.36890404415185,3.32
2018-02,Bengaluru,849.6660260469152,18.495834551915117,11.05360802479541,73.03902732218805,3.32
2018-02,Bhopal,904.3989420721083,12.00788663150057,11.05360802479541,93.24617983090934,2.78
2018-02,Chandigarh,1037.4212683094877,22.113217739013866,13.091507718800392,108.23484015400778,9.64
2018-02,Chennai,997.4120671949786,26.766449162099626,23.18333003425931,92.16922305631223,2.55
2018-02,Coimbatore,747.9356238180765,10.980245693932355,11.05360802479541,77.55008946791725,2.55
